date,province,value,sector
2021/11/1,西藏自治区,0,水稻
2021/11/1,贵州省,0,水稻
2021/11/1,辽宁省,0,水稻
2021/11/1,重庆市,0,水稻
2021/11/1,陕西省,0,水稻
2021/11/1,黑龙江省,0,水稻
2021/12/1,上海市,0,水稻
2021/12/1,云南省,0,水稻
2021/12/1,内蒙古自治区,0,水稻
2021/12/1,北京市,0,水稻
2021/12/1,吉林省,0,水稻
2021/12/1,四川省,0,水稻
2021/12/1,天津市,0,水稻
2021/12/1,宁夏回族自治区,0,水稻
2021/12/1,安徽省,0,水稻
2021/12/1,山东省,0,水稻
2021/12/1,山西省,0,水稻
2021/12/1,广东省,0,水稻
2021/12/1,广西壮族自治区,0,水稻
2021/12/1,新疆维吾尔自治区,0,水稻
2021/12/1,江苏省,0,水稻
2021/12/1,江西省,0,水稻
2021/12/1,河北省,0,水稻
2021/12/1,河南省,0,水稻
2021/12/1,浙江省,0,水稻
2021/12/1,海南省,0,水稻
2021/12/1,湖北省,0,水稻
2021/12/1,湖南省,0,水稻
2021/12/1,甘肃省,0,水稻
2021/12/1,福建省,0,水稻
2021/12/1,西藏自治区,0,水稻
2021/12/1,贵州省,0,水稻
2021/12/1,辽宁省,0,水稻
2021/12/1,重庆市,0,水稻
2021/12/1,陕西省,0,水稻
2021/12/1,黑龙江省,0,水稻
2020/1/1,上海市,0,水稻
2020/1/1,云南省,0,水稻
2020/1/1,内蒙古自治区,0,水稻
2020/1/1,北京市,0,水稻
2020/1/1,吉林省,0,水稻
2020/1/1,四川省,0,水稻
2020/1/1,天津市,0,水稻
2020/1/1,宁夏回族自治区,0,水稻
2020/1/1,安徽省,0,水稻
2020/1/1,山东省,0,水稻
2020/1/1,山西省,0,水稻
2020/1/1,广东省,0,水稻
2020/1/1,广西壮族自治区,0,水稻
2020/1/1,新疆维吾尔自治区,0,水稻
2020/1/1,江苏省,0,水稻
2020/1/1,江西省,0,水稻
2020/1/1,河北省,0,水稻
2020/1/1,河南省,0,水稻
2020/1/1,浙江省,0,水稻
2020/1/1,海南省,0,水稻
2020/1/1,湖北省,0,水稻
2020/1/1,湖南省,0,水稻
2020/1/1,甘肃省,0,水稻
2020/1/1,福建省,0,水稻
2020/1/1,西藏自治区,0,水稻
2020/1/1,贵州省,0,水稻
2020/1/1,辽宁省,0,水稻
2020/1/1,重庆市,0,水稻
2020/1/1,陕西省,0,水稻
2020/1/1,黑龙江省,0,水稻
2020/2/1,上海市,0,水稻
2020/2/1,云南省,0,水稻
2020/2/1,内蒙古自治区,0,水稻
2020/2/1,北京市,0,水稻
2020/2/1,吉林省,0,水稻
2020/2/1,四川省,0,水稻
2020/2/1,天津市,0,水稻
2020/2/1,宁夏回族自治区,0,水稻
2020/2/1,安徽省,0,水稻
2020/2/1,山东省,0,水稻
2020/2/1,山西省,0,水稻
2020/2/1,广东省,0,水稻
2020/2/1,广西壮族自治区,0,水稻
2020/2/1,新疆维吾尔自治区,0,水稻
2020/2/1,江苏省,0,水稻
2020/2/1,江西省,0,水稻
2020/2/1,河北省,0,水稻
2020/2/1,河南省,0,水稻
2020/2/1,浙江省,0,水稻
2020/2/1,海南省,0,水稻
2020/2/1,湖北省,0,水稻
2020/2/1,湖南省,0,水稻
2020/2/1,甘肃省,0,水稻
2020/2/1,福建省,0,水稻
2020/2/1,西藏自治区,0,水稻
2020/2/1,贵州省,0,水稻
2020/2/1,辽宁省,0,水稻
2020/2/1,重庆市,0,水稻
2020/2/1,陕西省,0,水稻
2020/2/1,黑龙江省,0,水稻
2020/3/1,上海市,0,水稻
2020/3/1,云南省,0,水稻
2020/3/1,内蒙古自治区,0,水稻
2020/3/1,北京市,0,水稻
2020/3/1,吉林省,0,水稻
2020/3/1,四川省,0,水稻
2020/3/1,天津市,0,水稻
2020/3/1,宁夏回族自治区,0,水稻
2020/3/1,安徽省,0,水稻
2020/3/1,山东省,0,水稻
2020/3/1,山西省,0,水稻
2020/3/1,广东省,0,水稻
2020/3/1,广西壮族自治区,0,水稻
2020/3/1,新疆维吾尔自治区,0,水稻
2020/3/1,江苏省,0,水稻
2020/3/1,江西省,0,水稻
2020/3/1,河北省,0,水稻
2020/3/1,河南省,0,水稻
2020/3/1,浙江省,0,水稻
2020/3/1,海南省,0,水稻
2020/3/1,湖北省,0,水稻
2020/3/1,湖南省,0,水稻
2020/3/1,甘肃省,0,水稻
2020/3/1,福建省,0,水稻
2020/3/1,西藏自治区,0,水稻
2020/3/1,贵州省,0,水稻
2020/3/1,辽宁省,0,水稻
2020/3/1,重庆市,0,水稻
2020/3/1,陕西省,0,水稻
2020/3/1,黑龙江省,0,水稻
2020/4/1,上海市,0,水稻
2020/4/1,云南省,1.263822588,水稻
2020/4/1,内蒙古自治区,0,水稻
2020/4/1,北京市,0,水稻
2020/4/1,吉林省,0,水稻
2020/4/1,四川省,0,水稻
2020/4/1,天津市,0,水稻
2020/4/1,宁夏回族自治区,0,水稻
2020/4/1,安徽省,0.144145851,水稻
2020/4/1,山东省,0,水稻
2020/4/1,山西省,0,水稻
2020/4/1,广东省,27.53537587,水稻
2020/4/1,广西壮族自治区,63.01366134,水稻
2020/4/1,新疆维吾尔自治区,0,水稻
2020/4/1,江苏省,0,水稻
2020/4/1,江西省,0.682507888,水稻
2020/4/1,河北省,0,水稻
2020/4/1,河南省,0,水稻
2020/4/1,浙江省,0.060266909,水稻
2020/4/1,海南省,7.482303418,水稻
2020/4/1,湖北省,4.625401257,水稻
2020/4/1,湖南省,0,水稻
2020/4/1,甘肃省,0,水稻
2020/4/1,福建省,0.056230519,水稻
2020/4/1,西藏自治区,0,水稻
2020/4/1,贵州省,0,水稻
2020/4/1,辽宁省,0,水稻
2020/4/1,重庆市,0,水稻
2020/4/1,陕西省,0,水稻
2020/4/1,黑龙江省,0,水稻
2020/5/1,上海市,1.732070323,水稻
2020/5/1,云南省,4.156039979,水稻
2020/5/1,内蒙古自治区,0.150447408,水稻
2020/5/1,北京市,0.000465122,水稻
2020/5/1,吉林省,0,水稻
2020/5/1,四川省,31.03216816,水稻
2020/5/1,天津市,0.139406056,水稻
2020/5/1,宁夏回族自治区,2.35159086,水稻
2020/5/1,安徽省,20.99434613,水稻
2020/5/1,山东省,2.741239799,水稻
2020/5/1,山西省,0.003302118,水稻
2020/5/1,广东省,61.71045906,水稻
2020/5/1,广西壮族自治区,95.71448209,水稻
2020/5/1,新疆维吾尔自治区,2.27473466,水稻
2020/5/1,江苏省,0,水稻
2020/5/1,江西省,108.8230072,水稻
2020/5/1,河北省,0.186493744,水稻
2020/5/1,河南省,0,水稻
2020/5/1,浙江省,15.94109803,水稻
2020/5/1,海南省,24.60531442,水稻
2020/5/1,湖北省,15.21048344,水稻
2020/5/1,湖南省,119.7811123,水稻
2020/5/1,甘肃省,0.095600905,水稻
2020/5/1,福建省,12.69421219,水稻
2020/5/1,西藏自治区,0.005379682,水稻
2020/5/1,贵州省,11.53467017,水稻
2020/5/1,辽宁省,8.829789952,水稻
2020/5/1,重庆市,49.72606206,水稻
2020/5/1,陕西省,4.123159814,水稻
2020/5/1,黑龙江省,25.78171379,水稻
2020/6/1,上海市,5.002206843,水稻
2020/6/1,云南省,15.74475517,水稻
2020/6/1,内蒙古自治区,4.719108508,水稻
2020/6/1,北京市,0.014589544,水稻
2020/6/1,吉林省,18.6569276,水稻
2020/6/1,四川省,178.7341702,水稻
2020/6/1,天津市,4.372772595,水稻
2020/6/1,宁夏回族自治区,13.41915212,水稻
2020/6/1,安徽省,79.79903497,水稻
2020/6/1,山东省,7.916681152,水稻
2020/6/1,山西省,0.103578064,水稻
2020/6/1,广东省,67.1529061,水稻
2020/6/1,广西壮族自治区,10.17445573,水稻
2020/6/1,新疆维吾尔自治区,12.98057879,水稻
2020/6/1,江苏省,54.13732192,水稻
2020/6/1,江西省,100.8925687,水稻
2020/6/1,河北省,5.849779825,水稻
2020/6/1,河南省,12.03189136,水稻
2020/6/1,浙江省,27.19520422,水稻
2020/6/1,海南省,9.062049356,水稻
2020/6/1,湖北省,39.65628742,水稻
2020/6/1,湖南省,49.00812625,水稻
2020/6/1,甘肃省,0.545538386,水稻
2020/6/1,福建省,14.96076214,水稻
2020/6/1,西藏自治区,0.011893656,水稻
2020/6/1,贵州省,25.50139473,水稻
2020/6/1,辽宁省,16.84926346,水稻
2020/6/1,重庆市,57.86305403,水稻
2020/6/1,陕西省,23.52845884,水稻
2020/6/1,黑龙江省,116.5348845,水稻
2020/7/1,上海市,12.32197005,水稻
2020/7/1,云南省,55.47098288,水稻
2020/7/1,内蒙古自治区,8.899061535,水稻
2020/7/1,北京市,0.02751224,水稻
2020/7/1,吉林省,41.07872751,水稻
2020/7/1,四川省,142.3982779,水稻
2020/7/1,天津市,8.245958392,水稻
2020/7/1,宁夏回族自治区,1.007161612,水稻
2020/7/1,安徽省,312.9107826,水稻
2020/7/1,山东省,19.50121439,水稻
2020/7/1,山西省,0.195322393,水稻
2020/7/1,广东省,72.21721417,水稻
2020/7/1,广西壮族自治区,17.47238012,水稻
2020/7/1,新疆维吾尔自治区,0.97424491,水稻
2020/7/1,江苏省,319.6176422,水稻
2020/7/1,江西省,67.77703412,水稻
2020/7/1,河北省,11.03122561,水稻
2020/7/1,河南省,89.73019083,水稻
2020/7/1,浙江省,51.02931425,水稻
2020/7/1,海南省,6.881297605,水稻
2020/7/1,湖北省,258.2206515,水稻
2020/7/1,湖南省,107.2896304,水稻
2020/7/1,甘肃省,0.040944861,水稻
2020/7/1,福建省,10.15635355,水稻
2020/7/1,西藏自治区,0.012556151,水稻
2020/7/1,贵州省,26.92186283,水稻
2020/7/1,辽宁省,23.4470331,水稻
2020/7/1,重庆市,34.70061127,水稻
2020/7/1,陕西省,1.765905947,水稻
2020/7/1,黑龙江省,122.1358999,水稻
2020/8/1,上海市,5.881263577,水稻
2020/8/1,云南省,62.77752794,水稻
2020/8/1,内蒙古自治区,2.917895932,水稻
2020/8/1,北京市,0.009020935,水稻
2020/8/1,吉林省,24.22211369,水稻
2020/8/1,四川省,124.4188589,水稻
2020/8/1,天津市,2.703751216,水稻
2020/8/1,宁夏回族自治区,0.503580806,水稻
2020/8/1,安徽省,329.5866953,水稻
2020/8/1,山东省,9.307909483,水稻
2020/8/1,山西省,0.064043879,水稻
2020/8/1,广东省,451.2278928,水稻
2020/8/1,广西壮族自治区,131.1277905,水稻
2020/8/1,新疆维吾尔自治区,0.487122455,水稻
2020/8/1,江苏省,154.8206823,水稻
2020/8/1,江西省,407.3726084,水稻
2020/8/1,河北省,3.617007053,水稻
2020/8/1,河南省,129.4624152,水稻
2020/8/1,浙江省,54.94276135,水稻
2020/8/1,海南省,35.71813129,水稻
2020/8/1,湖北省,410.4477763,水稻
2020/8/1,湖南省,479.8492429,水稻
2020/8/1,甘肃省,0.020472431,水稻
2020/8/1,福建省,78.18742695,水稻
2020/8/1,西藏自治区,0.010983216,水稻
2020/8/1,贵州省,23.54930564,水稻
2020/8/1,辽宁省,13.34154225,水稻
2020/8/1,重庆市,17.47946424,水稻
2020/8/1,陕西省,0.882952973,水稻
2020/8/1,黑龙江省,73.82558661,水稻
2020/9/1,上海市,1.884142206,水稻
2020/9/1,云南省,23.21510715,水稻
2020/9/1,内蒙古自治区,1.025727169,水稻
2020/9/1,北京市,0.003171127,水稻
2020/9/1,吉林省,5.549240003,水稻
2020/9/1,四川省,0,水稻
2020/9/1,天津市,0.950448934,水稻
2020/9/1,宁夏回族自治区,0.0522146,水稻
2020/9/1,安徽省,9.732703476,水稻
2020/9/1,山东省,2.981914494,水稻
2020/9/1,山西省,0.022513327,水稻
2020/9/1,广东省,124.3000014,水稻
2020/9/1,广西壮族自治区,181.9971259,水稻
2020/9/1,新疆维吾尔自治区,0.050508089,水稻
2020/9/1,江苏省,144.8499847,水稻
2020/9/1,江西省,87.5942841,水稻
2020/9/1,河北省,1.271485512,水稻
2020/9/1,河南省,48.84506356,水稻
2020/9/1,浙江省,14.10142055,水稻
2020/9/1,海南省,17.12547608,水稻
2020/9/1,湖北省,159.3565232,水稻
2020/9/1,湖南省,147.4355816,水稻
2020/9/1,甘肃省,0.002122717,水稻
2020/9/1,福建省,16.11041559,水稻
2020/9/1,西藏自治区,0.002070295,水稻
2020/9/1,贵州省,4.438955438,水稻
2020/9/1,辽宁省,12.82479605,水稻
2020/9/1,重庆市,0,水稻
2020/9/1,陕西省,0.091550424,水稻
2020/9/1,黑龙江省,7.300592622,水稻
2020/10/1,上海市,0.271408601,水稻
2020/10/1,云南省,0.605253294,水稻
2020/10/1,内蒙古自治区,0.008097049,水稻
2020/10/1,北京市,2.50E-05,水稻
2020/10/1,吉林省,0,水稻
2020/10/1,四川省,0,水稻
2020/10/1,天津市,0.007502805,水稻
2020/10/1,宁夏回族自治区,0,水稻
2020/10/1,安徽省,0.125443734,水稻
2020/10/1,山东省,0.429541485,水稻
2020/10/1,山西省,0.000177719,水稻
2020/10/1,广东省,15.38050077,水稻
2020/10/1,广西壮族自治区,92.9623334,水稻
2020/10/1,新疆维吾尔自治区,0,水稻
2020/10/1,江苏省,20.86548011,水稻
2020/10/1,江西省,2.472723781,水稻
2020/10/1,河北省,0.010037055,水稻
2020/10/1,河南省,0,水稻
2020/10/1,浙江省,1.203798095,水稻
2020/10/1,海南省,6.85646183,水稻
2020/10/1,湖北省,8.451121173,水稻
2020/10/1,湖南省,39.59488651,水稻
2020/10/1,甘肃省,0,水稻
2020/10/1,福建省,0.207645356,水稻
2020/10/1,西藏自治区,0,水稻
2020/10/1,贵州省,0,水稻
2020/10/1,辽宁省,3.018871995,水稻
2020/10/1,重庆市,0,水稻
2020/10/1,陕西省,0,水稻
2020/10/1,黑龙江省,0,水稻
2020/11/1,上海市,0,水稻
2020/11/1,云南省,0,水稻
2020/11/1,内蒙古自治区,0,水稻
2020/11/1,北京市,0,水稻
2020/11/1,吉林省,0,水稻
2020/11/1,四川省,0,水稻
2020/11/1,天津市,0,水稻
2020/11/1,宁夏回族自治区,0,水稻
2020/11/1,安徽省,0,水稻
2020/11/1,山东省,0,水稻
2020/11/1,山西省,0,水稻
2020/11/1,广东省,0,水稻
2020/11/1,广西壮族自治区,0,水稻
2020/11/1,新疆维吾尔自治区,0,水稻
2020/11/1,江苏省,0,水稻
2020/11/1,江西省,0,水稻
2020/11/1,河北省,0,水稻
2020/11/1,河南省,0,水稻
2020/11/1,浙江省,0,水稻
2020/11/1,海南省,0,水稻
2020/11/1,湖北省,0,水稻
2020/11/1,湖南省,0,水稻
2020/11/1,甘肃省,0,水稻
2020/11/1,福建省,0,水稻
2020/11/1,西藏自治区,0,水稻
2020/11/1,贵州省,0,水稻
2020/11/1,辽宁省,0,水稻
2020/11/1,重庆市,0,水稻
2020/11/1,陕西省,0,水稻
2020/11/1,黑龙江省,0,水稻
2020/12/1,上海市,0,水稻
2020/12/1,云南省,0,水稻
2020/12/1,内蒙古自治区,0,水稻
2020/12/1,北京市,0,水稻
2020/12/1,吉林省,0,水稻
2020/12/1,四川省,0,水稻
2020/12/1,天津市,0,水稻
2020/12/1,宁夏回族自治区,0,水稻
2020/12/1,安徽省,0,水稻
2020/12/1,山东省,0,水稻
2020/12/1,山西省,0,水稻
2020/12/1,广东省,0,水稻
2020/12/1,广西壮族自治区,0,水稻
2020/12/1,新疆维吾尔自治区,0,水稻
2020/12/1,江苏省,0,水稻
2020/12/1,江西省,0,水稻
2020/12/1,河北省,0,水稻
2020/12/1,河南省,0,水稻
2020/12/1,浙江省,0,水稻
2020/12/1,海南省,0,水稻
2020/12/1,湖北省,0,水稻
2020/12/1,湖南省,0,水稻
2020/12/1,甘肃省,0,水稻
2020/12/1,福建省,0,水稻
2020/12/1,西藏自治区,0,水稻
2020/12/1,贵州省,0,水稻
2020/12/1,辽宁省,0,水稻
2020/12/1,重庆市,0,水稻
2020/12/1,陕西省,0,水稻
2020/12/1,黑龙江省,0,水稻
2019/1/1,上海市,0,水稻
2019/1/1,云南省,0,水稻
2019/1/1,内蒙古自治区,0,水稻
2019/1/1,北京市,0,水稻
2019/1/1,吉林省,0,水稻
2019/1/1,四川省,0,水稻
2019/1/1,天津市,0,水稻
2019/1/1,宁夏回族自治区,0,水稻
2019/1/1,安徽省,0,水稻
2019/1/1,山东省,0,水稻
2019/1/1,山西省,0,水稻
2019/1/1,广东省,0,水稻
2019/1/1,广西壮族自治区,0,水稻
2019/1/1,新疆维吾尔自治区,0,水稻
2019/1/1,江苏省,0,水稻
2019/1/1,江西省,0,水稻
2019/1/1,河北省,0,水稻
2019/1/1,河南省,0,水稻
2019/1/1,浙江省,0,水稻
2019/1/1,海南省,0,水稻
2019/1/1,湖北省,0,水稻
2019/1/1,湖南省,0,水稻
2019/1/1,甘肃省,0,水稻
2019/1/1,福建省,0,水稻
2019/1/1,西藏自治区,0,水稻
2019/1/1,贵州省,0,水稻
2019/1/1,辽宁省,0,水稻
2019/1/1,重庆市,0,水稻
2019/1/1,陕西省,0,水稻
2019/1/1,黑龙江省,0,水稻
2019/2/1,上海市,0,水稻
2019/2/1,云南省,0,水稻
2019/2/1,内蒙古自治区,0,水稻
2019/2/1,北京市,0,水稻
2019/2/1,吉林省,0,水稻
2019/2/1,四川省,0,水稻
2019/2/1,天津市,0,水稻
2019/2/1,宁夏回族自治区,0,水稻
2019/2/1,安徽省,0,水稻
2019/2/1,山东省,0,水稻
2019/2/1,山西省,0,水稻
2019/2/1,广东省,0,水稻
2019/2/1,广西壮族自治区,0,水稻
2019/2/1,新疆维吾尔自治区,0,水稻
2019/2/1,江苏省,0,水稻
2019/2/1,江西省,0,水稻
2019/2/1,河北省,0,水稻
2019/2/1,河南省,0,水稻
2019/2/1,浙江省,0,水稻
2019/2/1,海南省,0,水稻
2019/2/1,湖北省,0,水稻
2019/2/1,湖南省,0,水稻
2019/2/1,甘肃省,0,水稻
2019/2/1,福建省,0,水稻
2019/2/1,西藏自治区,0,水稻
2019/2/1,贵州省,0,水稻
2019/2/1,辽宁省,0,水稻
2019/2/1,重庆市,0,水稻
2019/2/1,陕西省,0,水稻
2019/2/1,黑龙江省,0,水稻
2019/3/1,上海市,0,水稻
2019/3/1,云南省,0,水稻
2019/3/1,内蒙古自治区,0,水稻
2019/3/1,北京市,0,水稻
2019/3/1,吉林省,0,水稻
2019/3/1,四川省,0,水稻
2019/3/1,天津市,0,水稻
2019/3/1,宁夏回族自治区,0,水稻
2019/3/1,安徽省,0,水稻
2019/3/1,山东省,0,水稻
2019/3/1,山西省,0,水稻
2019/3/1,广东省,0,水稻
2019/3/1,广西壮族自治区,0,水稻
2019/3/1,新疆维吾尔自治区,0,水稻
2019/3/1,江苏省,0,水稻
2019/3/1,江西省,0,水稻
2019/3/1,河北省,0,水稻
2019/3/1,河南省,0,水稻
2019/3/1,浙江省,0,水稻
2019/3/1,海南省,0,水稻
2019/3/1,湖北省,0,水稻
2019/3/1,湖南省,0,水稻
2019/3/1,甘肃省,0,水稻
2019/3/1,福建省,0,水稻
2019/3/1,西藏自治区,0,水稻
2019/3/1,贵州省,0,水稻
2019/3/1,辽宁省,0,水稻
2019/3/1,重庆市,0,水稻
2019/3/1,陕西省,0,水稻
2019/3/1,黑龙江省,0,水稻
2019/4/1,上海市,0,水稻
2019/4/1,云南省,1.576769133,水稻
2019/4/1,内蒙古自治区,0,水稻
2019/4/1,北京市,0,水稻
2019/4/1,吉林省,0,水稻
2019/4/1,四川省,0,水稻
2019/4/1,天津市,0,水稻
2019/4/1,宁夏回族自治区,0,水稻
2019/4/1,安徽省,0.139321239,水稻
2019/4/1,山东省,0,水稻
2019/4/1,山西省,0,水稻
2019/4/1,广东省,26.44458049,水稻
2019/4/1,广西壮族自治区,60.09611583,水稻
2019/4/1,新疆维吾尔自治区,0,水稻
2019/4/1,江苏省,0,水稻
2019/4/1,江西省,0.614326049,水稻
2019/4/1,河北省,0,水稻
2019/4/1,河南省,0,水稻
2019/4/1,浙江省,0.058826029,水稻
2019/4/1,海南省,7.784355463,水稻
2019/4/1,湖北省,5.383645178,水稻
2019/4/1,湖南省,0,水稻
2019/4/1,甘肃省,0,水稻
2019/4/1,福建省,0.056057856,水稻
2019/4/1,西藏自治区,0,水稻
2019/4/1,贵州省,0,水稻
2019/4/1,辽宁省,0,水稻
2019/4/1,重庆市,0,水稻
2019/4/1,陕西省,0,水稻
2019/4/1,黑龙江省,0,水稻
2019/5/1,上海市,1.725245906,水稻
2019/5/1,云南省,5.185154641,水稻
2019/5/1,内蒙古自治区,0.150297765,水稻
2019/5/1,北京市,0.000348841,水稻
2019/5/1,吉林省,0,水稻
2019/5/1,四川省,31.09335723,水稻
2019/5/1,天津市,0.118749443,水稻
2019/5/1,宁夏回族自治区,2.631137094,水稻
2019/5/1,安徽省,20.29165809,水稻
2019/5/1,山东省,2.817277034,水稻
2019/5/1,山西省,0.003409942,水稻
2019/5/1,广东省,59.26584076,水稻
2019/5/1,广西壮族自治区,91.28288183,水稻
2019/5/1,新疆维吾尔自治区,2.718410599,水稻
2019/5/1,江苏省,0,水稻
2019/5/1,江西省,99.8392454,水稻
2019/5/1,河北省,0.185190752,水稻
2019/5/1,河南省,0,水稻
2019/5/1,浙江省,15.41780549,水稻
2019/5/1,海南省,25.59860287,水稻
2019/5/1,湖北省,17.70394422,水稻
2019/5/1,湖南省,106.9432345,水稻
2019/5/1,甘肃省,0.101241076,水稻
2019/5/1,福建省,12.63873627,水稻
2019/5/1,西藏自治区,0.004360374,水稻
2019/5/1,贵州省,11.52773328,水稻
2019/5/1,辽宁省,8.604129019,水稻
2019/5/1,重庆市,49.56491594,水稻
2019/5/1,陕西省,4.132183763,水稻
2019/5/1,黑龙江省,25.38566925,水稻
2019/6/1,上海市,4.982497975,水稻
2019/6/1,云南省,16.39373359,水稻
2019/6/1,内蒙古自治区,4.714414629,水稻
2019/6/1,北京市,0.010942158,水稻
2019/6/1,吉林省,18.72935875,水稻
2019/6/1,四川省,179.0865973,水稻
2019/6/1,天津市,3.724833232,水稻
2019/6/1,宁夏回族自治区,15.01435879,水稻
2019/6/1,安徽省,79.45334749,水稻
2019/6/1,山东省,8.136276149,水稻
2019/6/1,山西省,0.106960205,水稻
2019/6/1,广东省,64.49268892,水稻
2019/6/1,广西壮族自治区,9.730837972,水稻
2019/6/1,新疆维吾尔自治区,15.51237759,水稻
2019/6/1,江苏省,53.68143437,水稻
2019/6/1,江西省,96.2647216,水稻
2019/6/1,河北省,5.80890865,水稻
2019/6/1,河南省,12.0227271,水稻
2019/6/1,浙江省,26.13443333,水稻
2019/6/1,海南省,9.427873941,水稻
2019/6/1,湖北省,40.20068136,水稻
2019/6/1,湖南省,46.36474081,水稻
2019/6/1,甘肃省,0.577723542,水稻
2019/6/1,福建省,14.88226755,水稻
2019/6/1,西藏自治区,0.009640121,水稻
2019/6/1,贵州省,25.48605831,水稻
2019/6/1,辽宁省,16.41865066,水稻
2019/6/1,重庆市,57.67553854,水稻
2019/6/1,陕西省,23.57995323,水稻
2019/6/1,黑龙江省,114.7447396,水稻
2019/7/1,上海市,12.27342106,水稻
2019/7/1,云南省,56.79024181,水稻
2019/7/1,内蒙古自治区,8.89021005,水稻
2019/7/1,北京市,0.02063418,水稻
2019/7/1,吉林省,41.23820605,水稻
2019/7/1,四川省,142.6790581,水稻
2019/7/1,天津市,7.024106372,水稻
2019/7/1,宁夏回族自治区,1.126888321,水稻
2019/7/1,安徽省,313.7585274,水稻
2019/7/1,山东省,20.04214423,水稻
2019/7/1,山西省,0.201700267,水稻
2019/7/1,广东省,69.35637783,水稻
2019/7/1,广西壮族自治区,16.86820585,水稻
2019/7/1,新疆维吾尔自治区,1.164266645,水稻
2019/7/1,江苏省,316.9261588,水稻
2019/7/1,江西省,74.43419816,水稻
2019/7/1,河北省,10.95415277,水稻
2019/7/1,河南省,89.66184657,水稻
2019/7/1,浙江省,48.7979064,水稻
2019/7/1,海南省,7.159087731,水稻
2019/7/1,湖北省,256.1292689,水稻
2019/7/1,湖南省,115.2491715,水稻
2019/7/1,甘肃省,0.043360487,水稻
2019/7/1,福建省,10.08820553,水稻
2019/7/1,西藏自治区,0.010177091,水稻
2019/7/1,贵州省,26.90567215,水稻
2019/7/1,辽宁省,22.84780261,水稻
2019/7/1,重庆市,34.58815779,水稻
2019/7/1,陕西省,1.769770809,水稻
2019/7/1,黑龙江省,120.2597153,水稻
2019/8/1,上海市,5.858091195,水稻
2019/8/1,云南省,63.95312957,水稻
2019/8/1,内蒙古自治区,2.914993636,水稻
2019/8/1,北京市,0.006765701,水稻
2019/8/1,吉林省,24.31615038,水稻
2019/8/1,四川省,124.6641874,水稻
2019/8/1,天津市,2.30312054,水稻
2019/8/1,宁夏回族自治区,0.563444161,水稻
2019/8/1,安徽省,329.5135249,水稻
2019/8/1,山东省,9.566094739,水稻
2019/8/1,山西省,0.066135107,水稻
2019/8/1,广东省,448.2876427,水稻
2019/8/1,广西壮族自治区,129.5756082,水稻
2019/8/1,新疆维吾尔自治区,0.582133322,水稻
2019/8/1,江苏省,153.5169455,水稻
2019/8/1,江西省,390.3184971,水稻
2019/8/1,河北省,3.591735789,水稻
2019/8/1,河南省,129.3638083,水稻
2019/8/1,浙江省,58.45480769,水稻
2019/8/1,海南省,35.02551912,水稻
2019/8/1,湖北省,408.5988222,水稻
2019/8/1,湖南省,457.912234,水稻
2019/8/1,甘肃省,0.021680244,水稻
2019/8/1,福建省,78.05689702,水稻
2019/8/1,西藏自治区,0.008902186,水稻
2019/8/1,贵州省,23.53514319,水稻
2019/8/1,辽宁省,13.00057549,水稻
2019/8/1,重庆市,17.42281893,水稻
2019/8/1,陕西省,0.884885404,水稻
2019/8/1,黑龙江省,72.69151846,水稻
2019/9/1,上海市,1.87671862,水稻
2019/9/1,云南省,23.64801382,水稻
2019/9/1,内蒙古自治区,1.024706925,水稻
2019/9/1,北京市,0.002378345,水稻
2019/9/1,吉林省,5.570783628,水稻
2019/9/1,四川省,0,水稻
2019/9/1,天津市,0.809615341,水稻
2019/9/1,宁夏回族自治区,0.05842163,水稻
2019/9/1,安徽省,9.558905199,水稻
2019/9/1,山东省,3.064627628,水稻
2019/9/1,山西省,0.023248456,水稻
2019/9/1,广东省,123.4900491,水稻
2019/9/1,广西壮族自治区,179.7493059,水稻
2019/9/1,新疆维吾尔自治区,0.060359446,水稻
2019/9/1,江苏省,143.6302106,水稻
2019/9/1,江西省,84.4477709,水稻
2019/9/1,河北省,1.262601911,水稻
2019/9/1,河南省,48.80786003,水稻
2019/9/1,浙江省,14.70341164,水稻
2019/9/1,海南省,16.79339507,水稻
2019/9/1,湖北省,158.8811084,水稻
2019/9/1,湖南省,142.6185249,水稻
2019/9/1,甘肃省,0.002247952,水稻
2019/9/1,福建省,16.08352007,水稻
2019/9/1,西藏自治区,0.001678029,水稻
2019/9/1,贵州省,4.436285871,水稻
2019/9/1,辽宁省,12.49703565,水稻
2019/9/1,重庆市,0,水稻
2019/9/1,陕西省,0.091750791,水稻
2019/9/1,黑龙江省,7.188444924,水稻
2019/10/1,上海市,0.270339242,水稻
2019/10/1,云南省,0.613544435,水稻
2019/10/1,内蒙古自治区,0.008088995,水稻
2019/10/1,北京市,1.88E-05,水稻
2019/10/1,吉林省,0,水稻
2019/10/1,四川省,0,水稻
2019/10/1,天津市,0.006391071,水稻
2019/10/1,宁夏回族自治区,0,水稻
2019/10/1,安徽省,0.123203667,水稻
2019/10/1,山东省,0.441456221,水稻
2019/10/1,山西省,0.000183522,水稻
2019/10/1,广东省,15.28027975,水稻
2019/10/1,广西壮族自治区,91.79634213,水稻
2019/10/1,新疆维吾尔自治区,0,水稻
2019/10/1,江苏省,20.68977299,水稻
2019/10/1,江西省,2.56723796,水稻
2019/10/1,河北省,0.009966928,水稻
2019/10/1,河南省,0,水稻
